Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,159,China,7271,Temperature change,7004,April,2000,2000,°C,0.693,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2000,2000,°C,1.571,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2000,2000,°C,0.976,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2000,2000,°C,1.18,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2000,2000,°C,0.393,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2000,2000,°C,0.626,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2000,2000,°C,-0.093,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2000,2000,°C,-0.702,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2000,2000,°C,0.973,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2001,2001,°C,0.817,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2001,2001,°C,0.607,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2001,2001,°C,1.196,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2001,2001,°C,0.971,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2001,2001,°C,1.013,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2001,2001,°C,0.686,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2001,2001,°C,0.833,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2001,2001,°C,0.981,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2001,2001,°C,0.694,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2001,2001,°C,0.64,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2001,2001,°C,1.334,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2001,2001,°C,0.732,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2001,2001,°C,0.72,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2001,2001,°C,1.438,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2001,2001,°C,1.14,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2001,2001,°C,0.489,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2001,2001,°C,1.108,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2001,2001,°C,1.066,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2001,2001,°C,1.076,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2001,2001,°C,0.405,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2001,2001,°C,0.816,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2001,2001,°C,1.302,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2001,2001,°C,1.695,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2001,2001,°C,-0.244,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2002,2002,°C,1.405,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2002,2002,°C,1.825,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2002,2002,°C,1.603,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2002,2002,°C,0.804,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2002,2002,°C,0.768,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2002,2002,°C,0.782,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2002,2002,°C,1.041,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2002,2002,°C,0.859,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2002,2002,°C,0.839,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2002,2002,°C,0.607,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2002,2002,°C,0.953,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2002,2002,°C,0.346,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2002,2002,°C,2.777,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2002,2002,°C,3.734,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2002,2002,°C,2.631,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2002,2002,°C,1.171,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2002,2002,°C,0.512,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2002,2002,°C,1.106,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2002,2002,°C,0.549,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2002,2002,°C,0.476,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2002,2002,°C,0.23,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2002,2002,°C,0.019,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2002,2002,°C,0.384,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2002,2002,°C,0.034,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2003,2003,°C,1.378,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2003,2003,°C,0.905,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2003,2003,°C,0.805,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2003,2003,°C,0.871,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2003,2003,°C,1.022,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2003,2003,°C,0.74,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2003,2003,°C,0.792,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2003,2003,°C,0.941,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2003,2003,°C,0.889,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2003,2003,°C,1.215,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2003,2003,°C,0.784,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2003,2003,°C,1.425,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2003,2003,°C,1.336,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2003,2003,°C,2.523,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2003,2003,°C,1.049,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2003,2003,°C,0.937,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2003,2003,°C,0.402,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2003,2003,°C,0.473,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2003,2003,°C,0.089,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2003,2003,°C,0.34,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2003,2003,°C,0.966,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2003,2003,°C,0.711,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2003,2003,°C,0.737,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2003,2003,°C,0.972,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2004,2004,°C,0.996,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2004,2004,°C,1.366,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2004,2004,°C,1.308,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2004,2004,°C,0.879,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2004,2004,°C,0.453,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2004,2004,°C,0.57,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2004,2004,°C,0.489,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2004,2004,°C,0.523,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2004,2004,°C,0.658,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2004,2004,°C,0.876,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2004,2004,°C,1.361,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2004,2004,°C,0.508,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2004,2004,°C,1.229,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2004,2004,°C,2.695,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2004,2004,°C,1.755,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2004,2004,°C,2.125,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2004,2004,°C,0.653,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2004,2004,°C,0.671,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2004,2004,°C,0.259,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2004,2004,°C,0.128,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2004,2004,°C,0.737,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2004,2004,°C,0.366,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2004,2004,°C,1.396,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2004,2004,°C,1.353,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2005,2005,°C,1.16,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2005,2005,°C,0.814,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2005,2005,°C,1.311,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2005,2005,°C,1.409,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2005,2005,°C,1.04,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2005,2005,°C,1.082,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2005,2005,°C,0.971,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2005,2005,°C,0.875,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2005,2005,°C,1.116,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2005,2005,°C,1.294,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2005,2005,°C,1.507,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2005,2005,°C,1.064,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2005,2005,°C,0.921,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2005,2005,°C,-0.408,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2005,2005,°C,0.955,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2005,2005,°C,1.519,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2005,2005,°C,0.611,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2005,2005,°C,1.535,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2005,2005,°C,0.95,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2005,2005,°C,0.331,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2005,2005,°C,1.652,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2005,2005,°C,0.971,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2005,2005,°C,1.855,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2005,2005,°C,-0.613,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2006,2006,°C,0.709,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2006,2006,°C,1.356,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2006,2006,°C,1.181,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2006,2006,°C,0.759,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2006,2006,°C,0.699,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2006,2006,°C,1.094,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2006,2006,°C,0.961,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2006,2006,°C,0.938,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2006,2006,°C,0.891,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2006,2006,°C,1.187,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2006,2006,°C,0.949,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2006,2006,°C,1.439,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2006,2006,°C,1.413,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2006,2006,°C,2.136,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2006,2006,°C,1.279,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2006,2006,°C,0.79,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2006,2006,°C,0.958,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2006,2006,°C,0.949,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2006,2006,°C,0.957,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2006,2006,°C,1.436,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2006,2006,°C,0.756,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2006,2006,°C,2.368,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2006,2006,°C,2.004,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2006,2006,°C,1.116,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2007,2007,°C,2.067,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2007,2007,°C,1.198,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2007,2007,°C,1.243,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2007,2007,°C,1.488,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2007,2007,°C,1.076,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2007,2007,°C,0.763,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2007,2007,°C,0.824,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2007,2007,°C,0.911,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2007,2007,°C,0.987,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2007,2007,°C,1.137,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2007,2007,°C,1.039,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2007,2007,°C,0.968,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2007,2007,°C,2.004,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2007,2007,°C,4.34,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2007,2007,°C,1.492,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2007,2007,°C,1.087,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2007,2007,°C,1.86,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2007,2007,°C,1.304,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2007,2007,°C,0.581,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2007,2007,°C,1.16,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2007,2007,°C,1.014,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2007,2007,°C,0.726,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2007,2007,°C,1.416,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2007,2007,°C,2.046,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2008,2008,°C,0.306,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2008,2008,°C,0.634,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2008,2008,°C,1.804,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2008,2008,°C,0.816,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2008,2008,°C,0.798,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2008,2008,°C,0.786,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2008,2008,°C,0.876,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2008,2008,°C,0.788,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2008,2008,°C,0.678,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2008,2008,°C,1.27,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2008,2008,°C,1.321,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2008,2008,°C,0.794,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2008,2008,°C,-0.308,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2008,2008,°C,-0.747,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2008,2008,°C,3.217,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2008,2008,°C,1.574,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2008,2008,°C,1.328,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2008,2008,°C,0.963,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2008,2008,°C,0.705,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2008,2008,°C,0.254,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2008,2008,°C,1.058,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2008,2008,°C,1.483,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2008,2008,°C,1.155,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2008,2008,°C,1.568,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2009,2009,°C,1.062,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2009,2009,°C,1.103,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2009,2009,°C,0.968,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2009,2009,°C,1.076,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2009,2009,°C,0.766,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2009,2009,°C,0.8,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2009,2009,°C,0.719,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2009,2009,°C,0.948,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2009,2009,°C,1.184,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2009,2009,°C,0.872,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2009,2009,°C,1.034,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2009,2009,°C,0.592,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2009,2009,°C,1.605,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2009,2009,°C,3.57,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2009,2009,°C,1.471,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2009,2009,°C,2.135,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2009,2009,°C,1.052,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2009,2009,°C,0.905,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2009,2009,°C,0.606,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2009,2009,°C,0.574,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2009,2009,°C,1.227,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2009,2009,°C,1.685,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2009,2009,°C,-0.697,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2009,2009,°C,0.352,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2010,2010,°C,1.08,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2010,2010,°C,1.281,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2010,2010,°C,1.56,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2010,2010,°C,1.518,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2010,2010,°C,1.246,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2010,2010,°C,1.192,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2010,2010,°C,1.21,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7008,August,2010,2010,°C,1.074,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7009,September,2010,2010,°C,0.894,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7010,October,2010,2010,°C,1.173,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7011,November,2010,2010,°C,1.641,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7012,December,2010,2010,°C,0.613,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7001,January,2010,2010,°C,1.837,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7002,February,2010,2010,°C,1.415,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7003,March,2010,2010,°C,0.343,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7004,April,2010,2010,°C,-0.89,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7005,May,2010,2010,°C,0.857,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7006,June,2010,2010,°C,1.185,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7007,July,2010,2010,°C,1.432,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7008,August,2010,2010,°C,1.059,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7009,September,2010,2010,°C,1.199,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7010,October,2010,2010,°C,0.7,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7011,November,2010,2010,°C,1.788,E,Estimated value
ET,Temperature change,159,China,7271,Temperature change,7012,December,2010,2010,°C,0.601,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7001,January,2011,2011,°C,0.689,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7002,February,2011,2011,°C,0.538,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7003,March,2011,2011,°C,1.002,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7004,April,2011,2011,°C,1.229,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7005,May,2011,2011,°C,0.84,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7006,June,2011,2011,°C,1.026,E,Estimated value
ET,Temperature change,1,World,7271,Temperature change,7007,July,2011,2011,°C,1.036,E,Estimated value
